dialog_act,utterance
confirm,does it serve african
inform,in the north part of town
inform,italian food
confirm,is it expensive
request,phone number
null,tell me number
request,whats the phone number
inform,corsica food
inform,dont care
request,address
reqalts,how about portuguese good
inform,dont care
inform,cheap
affirm,yes
null,sil
request,what is the address and phone number
affirm,yes
thankyou,thank you good bye
thankyou,thank you good bye
request,the address
request,what is the address and phone number
null,what about unintelligible food restaurants
request,phone number
reqalts,is there anything else
reqalts,what are my other options
inform,it doesnt matter
thankyou,thank you good bye
request,what is the phone number
inform,cheap restaurant
thankyou,thank you good bye
inform,south part of town
inform,thai
request,address
request,the area
request,what is prezzos address
inform,west
request,whats the address
inform,i dont care
inform,italian food
null,noise
request,the phone number
inform,moderately priced
request,what about your signa
thankyou,thank you good bye
inform,im looking for an expensive restaurant in the east part
null,unintelligible
inform,european food
null,sil
inform,that serves swiss food
reqalts,how about chinese food
request,okay what were the prices for the other restaurant
inform,any
request,could i have the address please
inform,i want sea food
inform,any area cuban food
reqalts,how about british type of food
inform,uh im not interested in the type
inform,korea
reqalts,is there anything else
inform,find moderately priced brazilian restaurant
request,post code
inform,dont care
thankyou,thank you good bye
reqalts,how about asian oriental
inform,dont care
inform,barbecue food
request,whats the address
reqalts,how about asian oriental food
inform,greek food east part of town
affirm,yes
reqalts,is there anything else
request,whats the address and area
reqalts,are there any other restaurants
inform,african food
hello,hi im looking for a restaurant in the west part of town
request,whats the address
request,what type of food
null,noise
inform,i dont care
null,noise
request,and the phone number
inform,cheap price range
request,can i have the phone number
request,can i get the phone number
thankyou,thank you good bye
inform,restaurant in any area thats
thankyou,thank you good bye
request,what type of food
inform,dont care
thankyou,thank you good bye
inform,looking for an expensive restaurant in the east part of town
request,whats the phone number for that place
inform,i dont care
hello,hi i would like an expensive restaurant in the east part
inform,im looking for moderately priced restaurant in the north part
thankyou,thank you good bye
request,phone number
negate,no
inform,food
inform,portuguese food
inform,im looking for a cheap restaurant in the south part of town
negate,no
confirm,okay is there a chinese restaurant in the north part of town
inform,mediterranean
inform,spanish food
request,phone number
thankyou,thank you good bye
thankyou,thank you good bye
null,noise
negate,oh no and cheap
affirm,yes
thankyou,thank you good bye
inform,asian food
hello,hello
request,whats the address
thankyou,thank you good bye
inform,can i have european food
inform,thai food
request,and the phone number
null,unintelligible
inform,world food
inform,moderately priced
inform,im looking for a restaurant that serves corsica food
inform,um spanish food
request,whats the phone number
request,what is the address
affirm,yeah
thankyou,thank you good bye
inform,im looking for a restaurant in the center of town that serves russian food
thankyou,thank you good bye
request,can i get the phone number
inform,moroccan food
reqalts,how about italian
inform,i dont care
inform,im looking for a cheap restaurant in the north part of town
request,can i get the area
reqalts,how about european food
request,location
thankyou,thank you goodbye
request,uh could you give me the address and telephone number
reqalts,is there anything else
inform,does not matter
request,what is the phone number
request,telephone number
reqalts,how about indian
thankyou,thank you good bye
inform,the east part of town
request,whats the address
inform,mediterranean food
inform,south
request,what kind of food do they serve
request,whats the phone number
reqalts,how about indian food
inform,im looking for an expensive restaurant
reqalts,is there anything
inform,i want a cheap restaurant in the south part of town
inform,im looking for a moderately priced restaurant that serves vietnamese food
reqalts,what else do you have
request,address
inform,cheap
inform,moderately priced
request,can i get the address phone number and post code please
affirm,yes
thankyou,thank you
inform,yea i would like korean food
inform,i dont care
inform,unusual food
inform,japanese food
request,whats the phone number
bye,good bye
inform,doesnt matter
inform,im looking for swedish food
thankyou,good bye thank you
inform,north
null,sil
inform,german food
request,type of food
reqalts,okay is there any portuguese food
inform,hi im looking for moderately priced
request,whats the address
affirm,yes
request,whats the address
request,post code
inform,any part of town
thankyou,thank you good bye
reqalts,what about korean food
request,what type of food
thankyou,thank you good bye
thankyou,thank you good bye
reqalts,is there anything else
