dialog_act,utterance
inform,moderately priced restaurant serving indian food
inform,i dont care about prices
inform,ah im looking for a restaurant in the center serving french food
inform,i need a cheap restaurant that serves international food
inform,im looking for a cheap restaurant in south part of
ack,good
inform,im looking for a modertley priced restaurant in the south
request,uh what is its address
inform,west part of town serving barbecue food
request,what type of food is it
request,great can i have the address and phone number
inform,and it should be in the north part of town
bye,you good bye
request,whats the postcode
reqalts,how about west
reqalts,what about asian oriental
reqalts,okay how about any part of town
inform,and expensive restaurant that serves tuscan food
request,do you have the address
inform,um then im looking for european food
inform,any area is fine with me
request,can i have the phone number and the price range
inform,i want scottish food
request,uh whats the price range
reqalts,how about asian oriental food
inform,moderately priced afghan
request,what is the whats the phone number
inform,i would like international food please
inform,im looking for a restaurant in the south part of town that serves greek food
negate,no dont care
inform,um in the south part of town and its cheap
inform,im looking for a restaurant in any area it should serve gastropub food
request,can i get the address phone number and post code
inform,im looking for a restaurant in the north part of town serving
inform,im looking for an expensive restaurant in the south part of
affirm,yes knocking
inform,west part
confirm,is there a vietnamese restaurant
inform,noise i am looking for a moderately priced restaurant unintelligible
hello,hello im looking for a cheap
inform,i need a restaurant that serves turkish food
inform,cheap restaurant mediterranean food
inform,im looking for a restaurant that serves singaporean food
bye,you goodbye
inform,looking for a restaurant in the north part of the town that serves british food
inform,okay moderate price range
inform,im looking for a moderately priced rest
inform,cheap in the west part of town
inform,i dont care moderate price
inform,i am looking for a restaurant in the center of town serving turkish food
thankyou,thank
affirm,yes im looking for a
inform,i am looking for a singaporean restaurant in the north part of town
inform,i would like an expensive restaurant that serves korean food
inform,im looking to find a moderately priced restaurant
inform,noise center
inform,im looking for vegetarian food in any price range
request,whats its phone number
inform,i want something in the south
inform,in the east of town
request,im looking for a restaurant in the north part of town serving french type of food
