dialog_act,utterance
inform,european food
affirm,right in the south side of town though
inform,moderately priced restaurant in east part of town
inform,looking for a restaurant in any area that serves irish food
inform,food
inform,looking for a japanese restaurant in the center
inform,australian food
inform,russian
inform,im looking for a cheap restaurant in the west part of town
thankyou,thank you good bye
request,type of food
request,what kind of food does it serve
inform,i dont care
null,how about
inform,any price range
negate,noise no
inform,west
affirm,yes
request,can i get the phone number
inform,dont care
inform,cheap
reqalts,anything else
inform,a chinese restaurant in the south part of town
inform,expensive
inform,japanese food
inform,moderately priced in east part of town
thankyou,thank you goodbye
inform,malaysian
request,and phone number
request,what is the address
request,whats the post code
inform,expensive
request,the address
affirm,yes
inform,moderate
inform,dont care
null,unintelligible
affirm,yes
inform,scandinavian food
request,phone number
thankyou,thank you good bye
inform,im looking for a cheap restaurant in the north part of town
request,what is the phone number
bye,okay thank you and good bye
inform,i dont care
inform,korean food
inform,im looking for an expensive restaurant that serves danish food
inform,not korean unintelligible
inform,south
inform,i want to find a restaurant in the north part of town that serves italian food
thankyou,thank you good bye
inform,um i need a cheap restaurant
affirm,yes
inform,restaurant in north part of town
affirm,yes
reqalts,anything else
reqalts,what about portuguese food
inform,i would like to find a restaurant in the north part of town that serves kosher food
inform,korean
request,and the post code
reqalts,are there any restaurants that serve english food
inform,mediterranean food
request,could i have the address and phone number
request,uh can i have the address
inform,a restaurant in the west part of town should serve crossover food
request,can i get the address
thankyou,thank you good bye
inform,west
request,phone number
inform,i dont care
request,what is their address
inform,east
request,price range
request,may i have the address and phone number please
reqalts,is there another restaurant
request,post code
inform,i want a restaurant in the west part of town serving thai food
reqalts,how about mediterranean food
null,breathing
request,whats the address
inform,west part of town
affirm,yeah
request,postcode
request,can i get the address
inform,air tran
reqalts,is there anything else
affirm,yeah
thankyou,thank you good bye
inform,french
inform,asian restaurant
request,phone number
reqalts,how about persian food
thankyou,thank you good bye
affirm,yes
inform,catalan food
inform,im looking for african food
inform,breath expensive
inform,south part of town
null,sil
request,what kind of food is it
thankyou,thank you good bye
inform,any
reqalts,how about mediterranean food
request,could i have its phone number
inform,i need a moderately priced restaurant
thankyou,thank you goodbye
inform,i want to find a moderate priced restaurant that serves
negate,no
request,what is the address
thankyou,thank you good bye
inform,center
inform,cheap
inform,the west part of town
inform,west part of town
request,whats the phone number
request,and what type of food do they serve at pizza hutt
request,phone number
request,address
request,could i have their address and phone number
thankyou,thank you good bye
request,whats the phone number and address
affirm,yes
inform,expensive
thankyou,thank you good bye
affirm,yes
request,id like the address and area
inform,im looking for a restaurant in the north part of town serving indian food
inform,i dont care
request,may i have the address phone number and price range
request,whats the address
reqalts,what about italian food
request,whats their address
request,phone number
reqalts,is there anything else
request,phone
affirm,yeah
inform,i need a cheap restaurant
inform,any
request,can i get their address
request,okay do you have the address for da vinci pizzeria
negate,no
thankyou,thank you good bye
reqalts,anything else
thankyou,thank you good bye
affirm,yes
request,phone number
inform,doesnt matter
thankyou,thank you good bye
inform,dont care
request,noise can i have the phone number
request,address
inform,it doesnt matter
negate,no
affirm,yes
request,whats the address
request,how about the post code
inform,im looking for a cheap restaurant in the south part of town
inform,i need to find a moderately priced restaurant
inform,expensive
inform,moderately priced restaurant
affirm,right
thankyou,thank you good bye
bye,okay good bye
reqalts,is there a restaurant that serves modern european
inform,pan asian
request,phone number
request,post code
thankyou,thank you good bye
inform,im looking for a cheap restaurant that serves tuscan food
inform,expensive restaurant east part of town
request,can you give me the address and price range
repeat,again please
null,can
reqalts,is there anything that serves north american
null,unintelligible
null,noise
null,sil
inform,any thing
